sale_id,sale_date,product_id,region_id,units_sold,sales_amount,promotion_id
14279,2025-12-06,P012,R04,65,162.5,
14280,2025-12-06,P012,R05,58,145.0,
14281,2025-12-06,P013,R01,51,132.6,
14282,2025-12-06,P013,R02,44,114.4,
14283,2025-12-06,P013,R03,41,106.6,
14284,2025-12-06,P013,R04,51,132.6,
14285,2025-12-06,P013,R05,41,106.6,
14286,2025-12-06,P014,R01,38,133.0,
14287,2025-12-06,P014,R02,33,115.5,
14288,2025-12-06,P014,R03,38,133.0,
14289,2025-12-06,P014,R04,37,129.5,
14290,2025-12-06,P014,R05,30,105.0,
14291,2025-12-06,P015,R01,50,90.0,
14292,2025-12-06,P015,R02,44,79.2,
14293,2025-12-06,P015,R03,48,86.4,
14294,2025-12-06,P015,R04,43,77.4,
14295,2025-12-06,P015,R05,41,73.8,
14296,2025-12-06,P016,R01,48,86.4,
14297,2025-12-06,P016,R02,42,75.6,
14298,2025-12-06,P016,R03,39,70.2,
14299,2025-12-06,P016,R04,38,68.4,
14300,2025-12-06,P016,R05,42,75.6,
14301,2025-12-06,P017,R01,31,60.45,
14302,2025-12-06,P017,R02,31,60.45,
14303,2025-12-06,P017,R03,35,68.25,
14304,2025-12-06,P017,R04,33,64.35,
14305,2025-12-06,P017,R05,37,72.15,
14306,2025-12-06,P018,R01,17,47.6,
14307,2025-12-06,P018,R02,13,36.4,
14308,2025-12-06,P018,R03,14,39.2,
14309,2025-12-06,P018,R04,16,44.8,
14310,2025-12-06,P018,R05,18,50.4,
14311,2025-12-07,P001,R01,132,198.0,
14312,2025-12-07,P001,R02,149,223.5,
14313,2025-12-07,P001,R03,100,150.0,
14314,2025-12-07,P001,R04,133,199.5,
14315,2025-12-07,P001,R05,120,180.0,
14316,2025-12-07,P002,R01,94,150.4,
14317,2025-12-07,P002,R02,90,144.0,
14318,2025-12-07,P002,R03,80,128.0,
14319,2025-12-07,P002,R04,82,131.2,
14320,2025-12-07,P002,R05,72,115.2,
14321,2025-12-07,P003,R01,66,145.2,
14322,2025-12-07,P003,R02,70,154.0,
14323,2025-12-07,P003,R03,73,160.6,
14324,2025-12-07,P003,R04,78,171.6,
14325,2025-12-07,P003,R05,60,132.0,
14326,2025-12-07,P004,R01,53,159.0,
14327,2025-12-07,P004,R02,59,177.0,
14328,2025-12-07,P004,R03,53,159.0,
14329,2025-12-07,P004,R04,57,171.0,
14330,2025-12-07,P004,R05,58,174.0,
14331,2025-12-07,P005,R01,99,79.2,
14332,2025-12-07,P005,R02,150,120.0,
14333,2025-12-07,P005,R03,109,87.2,
14334,2025-12-07,P005,R04,141,112.8,
14335,2025-12-07,P005,R05,139,111.2,
14336,2025-12-07,P006,R01,75,90.0,
14337,2025-12-07,P006,R02,64,76.8,
14338,2025-12-07,P006,R03,76,91.2,
14339,2025-12-07,P006,R04,76,91.2,
14340,2025-12-07,P006,R05,60,72.0,
14341,2025-12-07,P007,R01,31,139.5,
14342,2025-12-07,P007,R02,28,126.0,
14343,2025-12-07,P007,R03,26,117.0,
14344,2025-12-07,P007,R04,27,121.5,
14345,2025-12-07,P007,R05,30,135.0,
14346,2025-12-07,P008,R01,66,184.8,
14347,2025-12-07,P008,R02,39,109.2,
14348,2025-12-07,P008,R03,73,204.4,
14349,2025-12-07,P008,R04,65,182.0,
14350,2025-12-07,P008,R05,62,173.6,
14351,2025-12-07,P009,R01,59,171.1,
14352,2025-12-07,P009,R02,45,130.5,
14353,2025-12-07,P009,R03,56,162.4,
14354,2025-12-07,P009,R04,52,150.8,
14355,2025-12-07,P009,R05,49,142.1,
14356,2025-12-07,P010,R01,42,134.4,
14357,2025-12-07,P010,R02,34,108.8,
14358,2025-12-07,P010,R03,39,124.8,
14359,2025-12-07,P010,R04,40,128.0,
14360,2025-12-07,P010,R05,39,124.8,
14361,2025-12-07,P011,R01,50,100.0,
14362,2025-12-07,P011,R02,44,88.0,
14363,2025-12-07,P011,R03,40,80.0,
14364,2025-12-07,P011,R04,42,84.0,
14365,2025-12-07,P011,R05,51,102.0,
14366,2025-12-07,P012,R01,63,157.5,
14367,2025-12-07,P012,R02,68,170.0,
14368,2025-12-07,P012,R03,59,147.5,
14369,2025-12-07,P012,R04,76,190.0,
14370,2025-12-07,P012,R05,52,130.0,
14371,2025-12-07,P013,R01,46,119.6,
14372,2025-12-07,P013,R02,51,132.6,
14373,2025-12-07,P013,R03,51,132.6,
14374,2025-12-07,P013,R04,40,104.0,
14375,2025-12-07,P013,R05,49,127.4,
14376,2025-12-07,P014,R01,30,105.0,
14377,2025-12-07,P014,R02,32,112.0,
14378,2025-12-07,P014,R03,30,105.0,
14379,2025-12-07,P014,R04,33,115.5,
14380,2025-12-07,P014,R05,35,122.5,
14381,2025-12-07,P015,R01,48,86.4,
14382,2025-12-07,P015,R02,47,84.6,
14383,2025-12-07,P015,R03,38,68.4,
14384,2025-12-07,P015,R04,38,68.4,
14385,2025-12-07,P015,R05,40,72.0,
14386,2025-12-07,P016,R01,48,86.4,
14387,2025-12-07,P016,R02,46,82.8,
14388,2025-12-07,P016,R03,42,75.6,
14389,2025-12-07,P016,R04,43,77.4,
14390,2025-12-07,P016,R05,47,84.6,
14391,2025-12-07,P017,R01,32,62.4,
14392,2025-12-07,P017,R02,39,76.05,
14393,2025-12-07,P017,R03,31,60.45,
14394,2025-12-07,P017,R04,35,68.25,
14395,2025-12-07,P017,R05,34,66.3,
14396,2025-12-07,P018,R01,14,39.2,
14397,2025-12-07,P018,R02,16,44.8,
14398,2025-12-07,P018,R03,13,36.4,
14399,2025-12-07,P018,R04,15,42.0,
14400,2025-12-07,P018,R05,14,39.2,
14401,2025-12-08,P001,R01,107,160.5,
14402,2025-12-08,P001,R02,140,210.0,
14403,2025-12-08,P001,R03,87,130.5,
14404,2025-12-08,P001,R04,99,148.5,
14405,2025-12-08,P001,R05,108,162.0,
14406,2025-12-08,P002,R01,69,110.4,
14407,2025-12-08,P002,R02,66,105.6,
14408,2025-12-08,P002,R03,62,99.2,
14409,2025-12-08,P002,R04,57,91.2,
14410,2025-12-08,P002,R05,55,88.0,
14411,2025-12-08,P003,R01,50,110.0,
14412,2025-12-08,P003,R02,52,114.4,
14413,2025-12-08,P003,R03,52,114.4,
14414,2025-12-08,P003,R04,49,107.8,
14415,2025-12-08,P003,R05,46,101.2,
14416,2025-12-08,P004,R01,38,114.0,
14417,2025-12-08,P004,R02,41,123.0,
14418,2025-12-08,P004,R03,38,114.0,
14419,2025-12-08,P004,R04,38,114.0,
14420,2025-12-08,P004,R05,36,108.0,
14421,2025-12-08,P005,R01,94,75.2,
14422,2025-12-08,P005,R02,108,86.4,
14423,2025-12-08,P005,R03,97,77.6,
14424,2025-12-08,P005,R04,118,94.4,
14425,2025-12-08,P005,R05,103,82.4,
14426,2025-12-08,P006,R01,47,56.4,
14427,2025-12-08,P006,R02,53,63.6,
14428,2025-12-08,P006,R03,57,68.4,
14429,2025-12-08,P006,R04,57,68.4,
14430,2025-12-08,P006,R05,56,67.2,
14431,2025-12-08,P007,R01,24,108.0,
14432,2025-12-08,P007,R02,26,117.0,
14433,2025-12-08,P007,R03,21,94.5,
14434,2025-12-08,P007,R04,21,94.5,
14435,2025-12-08,P007,R05,21,94.5,
14436,2025-12-08,P008,R01,58,162.4,
14437,2025-12-08,P008,R02,40,112.0,
14438,2025-12-08,P008,R03,43,120.4,
14439,2025-12-08,P008,R04,46,128.8,
14440,2025-12-08,P008,R05,42,117.6,
14441,2025-12-08,P009,R01,42,121.8,
14442,2025-12-08,P009,R02,34,98.6,
14443,2025-12-08,P009,R03,42,121.8,
14444,2025-12-08,P009,R04,36,104.4,
14445,2025-12-08,P009,R05,34,98.6,
14446,2025-12-08,P010,R01,31,99.2,
14447,2025-12-08,P010,R02,28,89.6,
14448,2025-12-08,P010,R03,32,102.4,
14449,2025-12-08,P010,R04,33,105.6,
14450,2025-12-08,P010,R05,31,99.2,
14451,2025-12-08,P011,R01,30,60.0,
14452,2025-12-08,P011,R02,31,62.0,
14453,2025-12-08,P011,R03,29,58.0,
14454,2025-12-08,P011,R04,30,60.0,
14455,2025-12-08,P011,R05,31,62.0,
14456,2025-12-08,P012,R01,44,110.0,
14457,2025-12-08,P012,R02,46,115.0,
14458,2025-12-08,P012,R03,44,110.0,
14459,2025-12-08,P012,R04,55,137.5,
14460,2025-12-08,P012,R05,50,125.0,
14461,2025-12-08,P013,R01,31,80.6,
14462,2025-12-08,P013,R02,32,83.2,
14463,2025-12-08,P013,R03,35,91.0,
14464,2025-12-08,P013,R04,39,101.4,
14465,2025-12-08,P013,R05,40,104.0,
14466,2025-12-08,P014,R01,23,80.5,
14467,2025-12-08,P014,R02,23,80.5,
14468,2025-12-08,P014,R03,24,84.0,
14469,2025-12-08,P014,R04,28,98.0,
14470,2025-12-08,P014,R05,24,84.0,
14471,2025-12-08,P015,R01,40,72.0,
14472,2025-12-08,P015,R02,45,81.0,
14473,2025-12-08,P015,R03,34,61.2,
14474,2025-12-08,P015,R04,31,55.8,
14475,2025-12-08,P015,R05,30,54.0,
14476,2025-12-08,P016,R01,34,61.2,
14477,2025-12-08,P016,R02,34,61.2,
14478,2025-12-08,P016,R03,28,50.4,
14479,2025-12-08,P016,R04,30,54.0,
14480,2025-12-08,P016,R05,37,66.6,
14481,2025-12-08,P017,R01,26,50.7,
14482,2025-12-08,P017,R02,29,56.55,
14483,2025-12-08,P017,R03,28,54.6,
14484,2025-12-08,P017,R04,29,56.55,
14485,2025-12-08,P017,R05,26,50.7,
14486,2025-12-08,P018,R01,12,33.6,
14487,2025-12-08,P018,R02,13,36.4,
14488,2025-12-08,P018,R03,12,33.6,
14489,2025-12-08,P018,R04,11,30.8,
14490,2025-12-08,P018,R05,10,28.0,
14491,2025-12-09,P001,R01,81,121.5,
14492,2025-12-09,P001,R02,120,180.0,
14493,2025-12-09,P001,R03,98,147.0,
14494,2025-12-09,P001,R04,109,163.5,
14495,2025-12-09,P001,R05,109,163.5,
14496,2025-12-09,P002,R01,69,110.4,
14497,2025-12-09,P002,R02,54,86.4,
14498,2025-12-09,P002,R03,67,107.2,
14499,2025-12-09,P002,R04,54,86.4,
14500,2025-12-09,P002,R05,61,97.6,
14501,2025-12-09,P003,R01,59,129.8,
14502,2025-12-09,P003,R02,52,114.4,
14503,2025-12-09,P003,R03,53,116.6,
14504,2025-12-09,P003,R04,56,123.2,
14505,2025-12-09,P003,R05,46,101.2,
14506,2025-12-09,P004,R01,41,123.0,
14507,2025-12-09,P004,R02,44,132.0,
14508,2025-12-09,P004,R03,45,135.0,
14509,2025-12-09,P004,R04,45,135.0,
14510,2025-12-09,P004,R05,38,114.0,
14511,2025-12-09,P005,R01,89,71.2,
14512,2025-12-09,P005,R02,118,94.4,
14513,2025-12-09,P005,R03,109,87.2,
14514,2025-12-09,P005,R04,119,95.2,
14515,2025-12-09,P005,R05,88,70.4,
14516,2025-12-09,P006,R01,51,61.2,
14517,2025-12-09,P006,R02,55,66.0,
14518,2025-12-09,P006,R03,48,57.6,
14519,2025-12-09,P006,R04,51,61.2,
14520,2025-12-09,P006,R05,47,56.4,
14521,2025-12-09,P007,R01,20,90.0,
14522,2025-12-09,P007,R02,27,121.5,
14523,2025-12-09,P007,R03,24,108.0,
14524,2025-12-09,P007,R04,24,108.0,
14525,2025-12-09,P007,R05,25,112.5,
14526,2025-12-09,P008,R01,52,145.6,
14527,2025-12-09,P008,R02,35,98.0,
14528,2025-12-09,P008,R03,54,151.2,
14529,2025-12-09,P008,R04,46,128.8,
14530,2025-12-09,P008,R05,45,126.0,
14531,2025-12-09,P009,R01,42,121.8,
14532,2025-12-09,P009,R02,39,113.1,
14533,2025-12-09,P009,R03,34,98.6,
14534,2025-12-09,P009,R04,42,121.8,
14535,2025-12-09,P009,R05,36,104.4,
14536,2025-12-09,P010,R01,29,92.8,
14537,2025-12-09,P010,R02,27,86.4,
14538,2025-12-09,P010,R03,31,99.2,
14539,2025-12-09,P010,R04,31,99.2,
14540,2025-12-09,P010,R05,34,108.8,
14541,2025-12-09,P011,R01,36,72.0,
14542,2025-12-09,P011,R02,35,70.0,
14543,2025-12-09,P011,R03,32,64.0,
14544,2025-12-09,P011,R04,39,78.0,
14545,2025-12-09,P011,R05,33,66.0,
14546,2025-12-09,P012,R01,41,102.5,
14547,2025-12-09,P012,R02,42,105.0,
14548,2025-12-09,P012,R03,40,100.0,
14549,2025-12-09,P012,R04,52,130.0,
14550,2025-12-09,P012,R05,49,122.5,
14551,2025-12-09,P013,R01,32,83.2,
14552,2025-12-09,P013,R02,34,88.4,
14553,2025-12-09,P013,R03,32,83.2,
14554,2025-12-09,P013,R04,39,101.4,
14555,2025-12-09,P013,R05,31,80.6,
14556,2025-12-09,P014,R01,24,84.0,
14557,2025-12-09,P014,R02,26,91.0,
14558,2025-12-09,P014,R03,25,87.5,
14559,2025-12-09,P014,R04,24,84.0,
14560,2025-12-09,P014,R05,23,80.5,
14561,2025-12-09,P015,R01,32,57.6,
14562,2025-12-09,P015,R02,34,61.2,
14563,2025-12-09,P015,R03,29,52.2,
14564,2025-12-09,P015,R04,33,59.4,
14565,2025-12-09,P015,R05,35,63.0,
14566,2025-12-09,P016,R01,29,52.2,
14567,2025-12-09,P016,R02,31,55.8,
14568,2025-12-09,P016,R03,36,64.8,
14569,2025-12-09,P016,R04,28,50.4,
14570,2025-12-09,P016,R05,35,63.0,
14571,2025-12-09,P017,R01,23,44.85,
14572,2025-12-09,P017,R02,23,44.85,
14573,2025-12-09,P017,R03,30,58.5,
14574,2025-12-09,P017,R04,28,54.6,
14575,2025-12-09,P017,R05,25,48.75,
14576,2025-12-09,P018,R01,10,28.0,
14577,2025-12-09,P018,R02,13,36.4,
14578,2025-12-09,P018,R03,12,33.6,
14579,2025-12-09,P018,R04,13,36.4,
14580,2025-12-09,P018,R05,12,33.6,
14581,2025-12-10,P001,R01,84,126.0,
14582,2025-12-10,P001,R02,114,171.0,
14583,2025-12-10,P001,R03,76,114.0,
14584,2025-12-10,P001,R04,119,178.5,
14585,2025-12-10,P001,R05,89,133.5,
14586,2025-12-10,P002,R01,67,107.2,
14587,2025-12-10,P002,R02,72,115.2,
14588,2025-12-10,P002,R03,72,115.2,
14589,2025-12-10,P002,R04,63,100.8,
14590,2025-12-10,P002,R05,68,108.8,
14591,2025-12-10,P003,R01,61,134.2,
14592,2025-12-10,P003,R02,54,118.8,
14593,2025-12-10,P003,R03,61,134.2,
14594,2025-12-10,P003,R04,52,114.4,
14595,2025-12-10,P003,R05,59,129.8,
14596,2025-12-10,P004,R01,44,132.0,
14597,2025-12-10,P004,R02,35,105.0,
14598,2025-12-10,P004,R03,41,123.0,
14599,2025-12-10,P004,R04,41,123.0,
14600,2025-12-10,P004,R05,39,117.0,
14601,2025-12-10,P005,R01,77,61.6,
14602,2025-12-10,P005,R02,91,72.8,
14603,2025-12-10,P005,R03,109,87.2,
14604,2025-12-10,P005,R04,115,92.0,
14605,2025-12-10,P005,R05,100,80.0,
14606,2025-12-10,P006,R01,60,72.0,
14607,2025-12-10,P006,R02,60,72.0,
14608,2025-12-10,P006,R03,48,57.6,
14609,2025-12-10,P006,R04,54,64.8,
14610,2025-12-10,P006,R05,47,56.4,
14611,2025-12-10,P007,R01,23,103.5,
14612,2025-12-10,P007,R02,20,90.0,
14613,2025-12-10,P007,R03,24,108.0,
14614,2025-12-10,P007,R04,20,90.0,
14615,2025-12-10,P007,R05,21,94.5,
14616,2025-12-10,P008,R01,51,142.8,
14617,2025-12-10,P008,R02,32,89.6,
14618,2025-12-10,P008,R03,52,145.6,
14619,2025-12-10,P008,R04,54,151.2,
14620,2025-12-10,P008,R05,40,112.0,
14621,2025-12-10,P009,R01,39,113.1,
14622,2025-12-10,P009,R02,45,130.5,
14623,2025-12-10,P009,R03,35,101.5,
14624,2025-12-10,P009,R04,43,124.7,
14625,2025-12-10,P009,R05,36,104.4,
14626,2025-12-10,P010,R01,28,89.6,
14627,2025-12-10,P010,R02,33,105.6,
14628,2025-12-10,P010,R03,32,102.4,
14629,2025-12-10,P010,R04,30,96.0,
14630,2025-12-10,P010,R05,33,105.6,
14631,2025-12-10,P011,R01,37,74.0,
14632,2025-12-10,P011,R02,35,70.0,
14633,2025-12-10,P011,R03,34,68.0,
14634,2025-12-10,P011,R04,37,74.0,
14635,2025-12-10,P011,R05,35,70.0,
14636,2025-12-10,P012,R01,41,102.5,
14637,2025-12-10,P012,R02,47,117.5,
14638,2025-12-10,P012,R03,41,102.5,
14639,2025-12-10,P012,R04,47,117.5,
14640,2025-12-10,P012,R05,46,115.0,
14641,2025-12-10,P013,R01,33,85.8,
14642,2025-12-10,P013,R02,38,98.8,
14643,2025-12-10,P013,R03,38,98.8,
14644,2025-12-10,P013,R04,35,91.0,
14645,2025-12-10,P013,R05,38,98.8,
14646,2025-12-10,P014,R01,23,80.5,
14647,2025-12-10,P014,R02,23,80.5,
14648,2025-12-10,P014,R03,23,80.5,
14649,2025-12-10,P014,R04,30,105.0,
14650,2025-12-10,P014,R05,25,87.5,
14651,2025-12-10,P015,R01,33,59.4,
14652,2025-12-10,P015,R02,40,72.0,
14653,2025-12-10,P015,R03,36,64.8,
14654,2025-12-10,P015,R04,27,48.6,
14655,2025-12-10,P015,R05,33,59.4,
14656,2025-12-10,P016,R01,37,66.6,
14657,2025-12-10,P016,R02,33,59.4,
14658,2025-12-10,P016,R03,33,59.4,
14659,2025-12-10,P016,R04,36,64.8,
14660,2025-12-10,P016,R05,36,64.8,
14661,2025-12-10,P017,R01,25,48.75,
14662,2025-12-10,P017,R02,30,58.5,
14663,2025-12-10,P017,R03,25,48.75,
14664,2025-12-10,P017,R04,23,44.85,
14665,2025-12-10,P017,R05,23,44.85,
14666,2025-12-10,P018,R01,12,33.6,
14667,2025-12-10,P018,R02,11,30.8,
14668,2025-12-10,P018,R03,13,36.4,
14669,2025-12-10,P018,R04,10,28.0,
14670,2025-12-10,P018,R05,12,33.6,
14671,2025-12-11,P001,R01,105,157.5,
14672,2025-12-11,P001,R02,114,171.0,
14673,2025-12-11,P001,R03,90,135.0,
14674,2025-12-11,P001,R04,94,141.0,
14675,2025-12-11,P001,R05,88,132.0,
14676,2025-12-11,P002,R01,63,100.8,
14677,2025-12-11,P002,R02,59,94.4,
14678,2025-12-11,P002,R03,58,92.8,
14679,2025-12-11,P002,R04,56,89.6,
14680,2025-12-11,P002,R05,64,102.4,
14681,2025-12-11,P003,R01,47,103.4,
14682,2025-12-11,P003,R02,52,114.4,
14683,2025-12-11,P003,R03,60,132.0,
14684,2025-12-11,P003,R04,51,112.2,
14685,2025-12-11,P003,R05,55,121.0,
14686,2025-12-11,P004,R01,36,108.0,
14687,2025-12-11,P004,R02,34,102.0,
14688,2025-12-11,P004,R03,41,123.0,
14689,2025-12-11,P004,R04,34,102.0,
14690,2025-12-11,P004,R05,34,102.0,
14691,2025-12-11,P005,R01,78,62.4,
14692,2025-12-11,P005,R02,91,72.8,
14693,2025-12-11,P005,R03,108,86.4,
14694,2025-12-11,P005,R04,132,105.6,
14695,2025-12-11,P005,R05,87,69.6,
14696,2025-12-11,P006,R01,48,57.6,
14697,2025-12-11,P006,R02,57,68.4,
14698,2025-12-11,P006,R03,59,70.8,
14699,2025-12-11,P006,R04,47,56.4,
14700,2025-12-11,P006,R05,60,72.0,
14701,2025-12-11,P007,R01,22,99.0,
14702,2025-12-11,P007,R02,25,112.5,
14703,2025-12-11,P007,R03,20,90.0,
14704,2025-12-11,P007,R04,25,112.5,
14705,2025-12-11,P007,R05,21,94.5,
14706,2025-12-11,P008,R01,47,131.6,
14707,2025-12-11,P008,R02,31,86.8,
14708,2025-12-11,P008,R03,45,126.0,
14709,2025-12-11,P008,R04,49,137.2,
14710,2025-12-11,P008,R05,47,131.6,
14711,2025-12-11,P009,R01,43,124.7,
14712,2025-12-11,P009,R02,43,124.7,
14713,2025-12-11,P009,R03,36,104.4,
14714,2025-12-11,P009,R04,43,124.7,
14715,2025-12-11,P009,R05,39,113.1,
14716,2025-12-11,P010,R01,28,89.6,
14717,2025-12-11,P010,R02,26,83.2,
14718,2025-12-11,P010,R03,30,96.0,
14719,2025-12-11,P010,R04,26,83.2,
14720,2025-12-11,P010,R05,26,83.2,
14721,2025-12-11,P011,R01,31,62.0,
14722,2025-12-11,P011,R02,36,72.0,
14723,2025-12-11,P011,R03,34,68.0,
14724,2025-12-11,P011,R04,39,78.0,
14725,2025-12-11,P011,R05,36,72.0,
14726,2025-12-11,P012,R01,44,110.0,
14727,2025-12-11,P012,R02,47,117.5,
14728,2025-12-11,P012,R03,41,102.5,
14729,2025-12-11,P012,R04,59,147.5,
14730,2025-12-11,P012,R05,40,100.0,
14731,2025-12-11,P013,R01,38,98.8,
14732,2025-12-11,P013,R02,36,93.6,
14733,2025-12-11,P013,R03,31,80.6,
14734,2025-12-11,P013,R04,39,101.4,
14735,2025-12-11,P013,R05,33,85.8,
14736,2025-12-11,P014,R01,29,101.5,
14737,2025-12-11,P014,R02,28,98.0,
14738,2025-12-11,P014,R03,29,101.5,
14739,2025-12-11,P014,R04,23,80.5,
14740,2025-12-11,P014,R05,26,91.0,
14741,2025-12-11,P015,R01,32,57.6,
14742,2025-12-11,P015,R02,40,72.0,
14743,2025-12-11,P015,R03,35,63.0,
14744,2025-12-11,P015,R04,27,48.6,
14745,2025-12-11,P015,R05,29,52.2,
14746,2025-12-11,P016,R01,32,57.6,
14747,2025-12-11,P016,R02,33,59.4,
14748,2025-12-11,P016,R03,31,55.8,
14749,2025-12-11,P016,R04,33,59.4,
14750,2025-12-11,P016,R05,31,55.8,
14751,2025-12-11,P017,R01,29,56.55,
14752,2025-12-11,P017,R02,30,58.5,
14753,2025-12-11,P017,R03,26,50.7,
14754,2025-12-11,P017,R04,29,56.55,
14755,2025-12-11,P017,R05,30,58.5,
14756,2025-12-11,P018,R01,11,30.8,
14757,2025-12-11,P018,R02,12,33.6,
14758,2025-12-11,P018,R03,13,36.4,
14759,2025-12-11,P018,R04,10,28.0,
14760,2025-12-11,P018,R05,12,33.6,
14761,2025-12-12,P001,R01,89,133.5,
14762,2025-12-12,P001,R02,134,201.0,
14763,2025-12-12,P001,R03,80,120.0,
14764,2025-12-12,P001,R04,110,165.0,
14765,2025-12-12,P001,R05,94,141.0,
14766,2025-12-12,P002,R01,62,99.2,
14767,2025-12-12,P002,R02,73,116.8,
14768,2025-12-12,P002,R03,67,107.2,
14769,2025-12-12,P002,R04,66,105.6,
14770,2025-12-12,P002,R05,58,92.8,
14771,2025-12-12,P003,R01,49,107.8,
14772,2025-12-12,P003,R02,52,114.4,
14773,2025-12-12,P003,R03,45,99.0,
14774,2025-12-12,P003,R04,55,121.0,
14775,2025-12-12,P003,R05,51,112.2,
14776,2025-12-12,P004,R01,39,117.0,
14777,2025-12-12,P004,R02,35,105.0,
14778,2025-12-12,P004,R03,36,108.0,
14779,2025-12-12,P004,R04,35,105.0,
14780,2025-12-12,P004,R05,44,132.0,
14781,2025-12-12,P005,R01,76,60.8,
14782,2025-12-12,P005,R02,94,75.2,
14783,2025-12-12,P005,R03,87,69.6,
14784,2025-12-12,P005,R04,121,96.8,
14785,2025-12-12,P005,R05,85,68.0,
14786,2025-12-12,P006,R01,59,70.8,
14787,2025-12-12,P006,R02,51,61.2,
14788,2025-12-12,P006,R03,56,67.2,
14789,2025-12-12,P006,R04,57,68.4,
14790,2025-12-12,P006,R05,48,57.6,
14791,2025-12-12,P007,R01,25,112.5,
14792,2025-12-12,P007,R02,26,117.0,
14793,2025-12-12,P007,R03,24,108.0,
14794,2025-12-12,P007,R04,27,121.5,
14795,2025-12-12,P007,R05,24,108.0,
14796,2025-12-12,P008,R01,53,148.4,
14797,2025-12-12,P008,R02,41,114.8,
14798,2025-12-12,P008,R03,56,156.8,
14799,2025-12-12,P008,R04,55,154.0,
14800,2025-12-12,P008,R05,48,134.4,
14801,2025-12-12,P009,R01,45,130.5,
14802,2025-12-12,P009,R02,35,101.5,
14803,2025-12-12,P009,R03,36,104.4,
14804,2025-12-12,P009,R04,37,107.3,
14805,2025-12-12,P009,R05,43,124.7,
14806,2025-12-12,P010,R01,26,83.2,
14807,2025-12-12,P010,R02,30,96.0,
14808,2025-12-12,P010,R03,31,99.2,
14809,2025-12-12,P010,R04,27,86.4,
14810,2025-12-12,P010,R05,27,86.4,
14811,2025-12-12,P011,R01,33,66.0,
14812,2025-12-12,P011,R02,32,64.0,
14813,2025-12-12,P011,R03,39,78.0,
14814,2025-12-12,P011,R04,40,80.0,
14815,2025-12-12,P011,R05,39,78.0,
14816,2025-12-12,P012,R01,40,100.0,
14817,2025-12-12,P012,R02,47,117.5,
14818,2025-12-12,P012,R03,35,87.5,
14819,2025-12-12,P012,R04,54,135.0,
14820,2025-12-12,P012,R05,41,102.5,
14821,2025-12-12,P013,R01,33,85.8,
14822,2025-12-12,P013,R02,32,83.2,
14823,2025-12-12,P013,R03,39,101.4,
14824,2025-12-12,P013,R04,39,101.4,
14825,2025-12-12,P013,R05,33,85.8,
14826,2025-12-12,P014,R01,29,101.5,
14827,2025-12-12,P014,R02,29,101.5,
14828,2025-12-12,P014,R03,27,94.5,
14829,2025-12-12,P014,R04,26,91.0,
14830,2025-12-12,P014,R05,25,87.5,
14831,2025-12-12,P015,R01,38,68.4,
14832,2025-12-12,P015,R02,38,68.4,
14833,2025-12-12,P015,R03,32,57.6,
14834,2025-12-12,P015,R04,31,55.8,
14835,2025-12-12,P015,R05,37,66.6,
14836,2025-12-12,P016,R01,33,59.4,
14837,2025-12-12,P016,R02,30,54.0,
14838,2025-12-12,P016,R03,31,55.8,
14839,2025-12-12,P016,R04,32,57.6,
14840,2025-12-12,P016,R05,33,59.4,
14841,2025-12-12,P017,R01,30,58.5,
14842,2025-12-12,P017,R02,29,56.55,
14843,2025-12-12,P017,R03,25,48.75,
14844,2025-12-12,P017,R04,29,56.55,
14845,2025-12-12,P017,R05,30,58.5,
14846,2025-12-12,P018,R01,13,36.4,
14847,2025-12-12,P018,R02,11,30.8,
14848,2025-12-12,P018,R03,11,30.8,
14849,2025-12-12,P018,R04,11,30.8,
14850,2025-12-12,P018,R05,12,33.6,
14851,2025-12-13,P001,R01,128,192.0,
14852,2025-12-13,P001,R02,162,243.0,
14853,2025-12-13,P001,R03,127,190.5,
14854,2025-12-13,P001,R04,119,178.5,
14855,2025-12-13,P001,R05,113,169.5,
14856,2025-12-13,P002,R01,77,123.2,
14857,2025-12-13,P002,R02,72,115.2,
14858,2025-12-13,P002,R03,79,126.4,
14859,2025-12-13,P002,R04,79,126.4,
14860,2025-12-13,P002,R05,84,134.4,
14861,2025-12-13,P003,R01,78,171.6,
14862,2025-12-13,P003,R02,71,156.2,
14863,2025-12-13,P003,R03,78,171.6,
14864,2025-12-13,P003,R04,78,171.6,
14865,2025-12-13,P003,R05,65,143.0,
14866,2025-12-13,P004,R01,45,135.0,
14867,2025-12-13,P004,R02,49,147.0,
14868,2025-12-13,P004,R03,56,168.0,
14869,2025-12-13,P004,R04,53,159.0,
14870,2025-12-13,P004,R05,49,147.0,
14871,2025-12-13,P005,R01,127,101.6,
14872,2025-12-13,P005,R02,140,112.0,
14873,2025-12-13,P005,R03,120,96.0,
14874,2025-12-13,P005,R04,178,142.4,
14875,2025-12-13,P005,R05,112,89.6,
14876,2025-12-13,P006,R01,77,92.4,
14877,2025-12-13,P006,R02,64,76.8,
14878,2025-12-13,P006,R03,69,82.8,
14879,2025-12-13,P006,R04,80,96.0,
14880,2025-12-13,P006,R05,62,74.4,
14881,2025-12-13,P007,R01,29,130.5,
14882,2025-12-13,P007,R02,33,148.5,
14883,2025-12-13,P007,R03,35,157.5,
14884,2025-12-13,P007,R04,30,135.0,
14885,2025-12-13,P007,R05,35,157.5,
